ID	DOCULECT	DOCULECT_OLD	CONCEPT	LANGID	VALUE	FORM	COG	TOKENS	COGID	SEGMENTS	SONARS	PROSTRINGS	CLASSES	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID	ALIGNMENT
7203	Biga	Biga (rem)	white	37	mabos	mabos	white-1	m a b o s	2558	m a b o s	4 7 1 7 3	AXBYN	MAPUS	37.M.C 37.A.V 37.P.C 37.U.V 37.S.c	2.0 1.5 1.75 1.3 0.8	mabos	0	2961	- - m a - b o - - s -
7204	Buli	Buli	white	38	bubuláŋ	bubuláŋ	white-2	b u b u l á ŋ	2559	b u b u l á ŋ	1 7 1 7 5 7 4	AXBYBYN	PYPYLAN	38.P.C 38.Y.V 38.P.C 38.Y.V 38.L.C 38.A.V 38.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	bubuláŋ	0	2964	b u b u l á ŋ -
7205	Fiawat	Fiawat (fiawat)	white	40	mehbuh	mehbuh	white-1	m e h b u h	2558	m e h b u h	4 7 3 1 7 3	AXMBYN	MEHPYH	40.M.C 40.E.V 40.H.c 40.P.C 40.Y.V 40.H.c	2.0 1.5 1.1 1.75 1.3 0.8	mehbuh	0	2961	- - m e h b u - - h -
7206	Gane	Gane	white	41	bulang	bulang	white-2	b u l a n g	2559	b u l a n g	1 7 5 7 4 1	AXBYLN	PYLANK	41.P.C 41.Y.V 41.L.C 41.A.V 41.N.c 41.K.c	2.0 1.5 1.75 1.3 1.1 0.8	bulang	0	2964	b u - - l a n g
7207	Gebe	Gebe	white	42	kaɔak	kaɔak	white-42	k a ɔ a k	2563	k a ɔ a k	1 7 7 7 1	AXYYN	KAUAK	42.K.C 42.A.V 42.U.V 42.A.V 42.K.c	2.0 1.5 1.3 1.3 0.8	kaɔak	0	2973	k a ɔ a k
7208	Kawe	Kawe (rem)	white	44	busu	busu	white-1	b u s u	2558	b u s u	1 7 3 7	AXBZ	PYSY	44.P.C 44.Y.V 44.S.C 44.Y.V	2.0 1.5 1.75 0.8	busu	0	2961	b - - - - - u - - s u
7209	Kowiai	Kowiai	white	45	ra'a-ra'a	ra'a-ra'a	white-45	r a ʔ a r a ʔ a	2564	r a ʔ a r a ʔ a	5 7 1 7 5 7 1 7	AXBYBYBZ	RAHARAHA	45.R.C 45.A.V 45.H.C 45.A.V 45.R.C 45.A.V 45.H.C 45.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	raʔaraʔa	0	2971	r a ʔ a r a ʔ a
7210	Laganyan	Laganyan	white	46	buh	buh	white-1	b u h	2558	b u h	1 7 3	AXN	PYH	46.P.C 46.Y.V 46.H.c	2.0 1.5 0.8	buh	0	2961	b - - - - - u - - h -
7211	Irarutu	Irarutu (Mats)	white	43	bəfútə	bəfútə	white-3	b ə ɸ ú t ə	2560	b ə ɸ ú t ə	1 7 3 7 1 7	AXBYBZ	PEBYTE	43.P.C 43.E.V 43.B.C 43.Y.V 43.T.C 43.E.V	2.0 1.5 1.75 1.3 1.75 0.8	bəɸútə	0	2972	b ə ɸ ú t ə
7212	Ambel	Ambel (rem)	white	32	ambu	ambu	white-1	a m b u	2558	a m b u	7 4 1 7	XMBZ	AMPY	32.A.V 32.M.c 32.P.C 32.Y.V	1.5 1.1 1.75 0.8	ambu	0	2961	- a m - - b u - - - -
7213	Matbat	Matbat	white	47	bu³	bu³	white-1	b ³/u	2558	b u	1 7	AX	PY	47.P.C 47.Y.V	2.0 1.5	bu	0	2961	b - - - - - ³/u - - - -
7214	Maya_Misool	Ma'ya Misool	white	48	bu³s	bu³s	white-1	b ³/u s	2558	b u s	1 7 3	AXN	PYS	48.P.C 48.Y.V 48.S.c	2.0 1.5 0.8	bus	0	2961	b - - - - - ³/u - - s -
7215	Maya_Salawati	Ma'ya Salawati	white	49	bu³s	bu³s	white-1	b ³/u s	2558	b u s	1 7 3	AXN	PYS	49.P.C 49.Y.V 49.S.c	2.0 1.5 0.8	bus	0	2961	b - - - - - ³/u - - s -
7216	Sawai	Sawai (CAD)	white	51	n-ɛ-mfus	n-ɛ-mfus	white-3	n ɛ m ɸ u s	2560	n ɛ m ɸ u s	4 7 4 3 7 3	AXMBYN	NEMBYS	51.N.C 51.E.V 51.M.c 51.B.C 51.Y.V 51.S.c	2.0 1.5 1.1 1.75 1.3 0.8	nɛmɸus	0	2961	n ɛ m - - ɸ u - - s -
7217	Sekar	Sekar (ABVD)	white	52	iriris	iriris	white-52	i r i r i s	2565	i r i r i s	7 5 7 5 7 3	XBYBYN	IRIRIS	52.I.V 52.R.C 52.I.V 52.R.C 52.I.V 52.S.c	1.5 1.75 1.3 1.75 1.3 0.8	iriris	0	2968	i r i r i s
7218	Taba	Taba	white	54	bulang	bulang	white-2	b u l a n g	2559	b u l a n g	1 7 5 7 4 1	AXBYLN	PYLANK	54.P.C 54.Y.V 54.L.C 54.A.V 54.N.c 54.K.c	2.0 1.5 1.75 1.3 1.1 0.8	bulang	0	2964	b u - - l a n g
7219	Wauyai	Wauyai	white	58	bu	bu	white-1	b u	2558	b u	1 7	AX	PY	58.P.C 58.Y.V	2.0 1.5	bu	0	2961	b - - - - - u - - - -
7220	Waropen	Waropen (held)	white	57	fako	fako	white-57	ɸ a k o	2567	ɸ a k o	3 7 1 7	AXBZ	BAKU	57.B.C 57.A.V 57.K.C 57.U.V	2.0 1.5 1.75 0.8	ɸako	0	2963	ɸ a k - - o
7221	Umar	Umar	white	55	hugbo	hugbo	white-55	h u g b o	2566	h u g b o	3 7 1 1 7	AXMBZ	HYKPU	55.H.C 55.Y.V 55.K.c 55.P.C 55.U.V	2.0 1.5 1.1 1.75 0.8	hugbo	0	2967	h u g b o
7222	Yaur	Yaur	white	59	húabóogrè	húabóogrè	white-55	h ú a b ó o g r è	2566	h ú a b ó o g r è	3 7 7 1 7 7 1 5 7	AXYBYYBCZ	HYAPUUKRE	59.H.C 59.Y.V 59.A.V 59.P.C 59.U.V 59.U.V 59.K.C 59.R.C 59.E.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 1.5 0.8	húabóogrè	0	2966	h ú a b ó o g r è
7223	Yerisiam	Yerisiam	white	60	bábúugwáhé	bábúugwáhé	white-60	b á b ú u gʷ á h é	2568	b á b ú u gʷ á h é	1 7 1 7 7 1 7 3 7	AXBYYBYBZ	PAPYYKAHE	60.P.C 60.A.V 60.P.C 60.Y.V 60.Y.V 60.K.C 60.A.V 60.H.C 60.E.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	bábúugʷáhé	0	2961	b á b ú - - u gʷ á h é
7224	Moor	Moor	white	50	vehúta	vehúta	white-3	β e h ú t a	2560	β e h ú t a	3 7 3 7 1 7	AXBYBZ	BEHYTA	50.B.C 50.E.V 50.H.C 50.Y.V 50.T.C 50.A.V	2.0 1.5 1.75 1.3 1.75 0.8	βehúta	0	2969	β e h ú t a
7225	Warembori	Warembori	white	56	pepera	pepera	white-36	p e p e r a	2562	p e p e r a	1 7 1 7 5 7	AXBYBZ	PEPERA	56.P.C 56.E.V 56.P.C 56.E.V 56.R.C 56.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pepera	0	2962	- p - e p e r a
7226	Cebuano_outgroup	Cebuano	who		kinsa	kinsa	who-	k i n s a	2569	k i n s a	1 7 4 3 7	AXMBZ	KINSA	.K.C .I.V .N.c .S.C .A.V	2.0 1.5 1.1 1.75 0.8	kinsa	0	2983	k i n s a
7229	Wamesa	WAD	who	30	tei	tei	who-1	t e i	2570	t e i	1 7 7	AXZ	TEI	30.T.C 30.E.V 30.I.V	2.0 1.5 0.8	tei	0	2976	- - - t e i
7230	Ambai	Ambai	who	31	mantei	mantei	who-1	m a n t e i	2570	m a n t e i	4 7 4 1 7 7	AXMBYZ	MANTEI	31.M.C 31.A.V 31.N.c 31.T.C 31.E.V 31.I.V	2.0 1.5 1.1 1.75 1.3 0.8	mantei	0	2976	m a n t e i
7231	Ansus_PD	Ansus (P&D)	who	33	matei	matei	who-1	m a t e i	2570	m a t e i	4 7 1 7 7	AXBYZ	MATEI	33.M.C 33.A.V 33.T.C 33.E.V 33.I.V	2.0 1.5 1.75 1.3 0.8	matei	0	2976	m a - t e i
7232	Ansus_EG	Ansus (EG)	who		mate auna	mate auna	who-	m a t e _ a u n a	2569	m a t e _ a u n a	4 7 1 7 9 7 7 4 7	AXBZ_XYBZ	MATE_AYNA	.M.C .A.V .T.C .E.V ._._ .A.V .Y.V .N.C .A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.3 1.75 0.8	mate_auna	0	2985	m a t e _ a u n a
7233	Pom	Pom	who		teina	teina	who-	t e i n a	2569	t e i n a	1 7 7 4 7	AXYBZ	TEINA	.T.C .E.V .I.V .N.C .A.V	2.0 1.5 1.3 1.75 0.8	teina	0	2979	- - t e i n a
7234	Biak	Biak	who	36	iseï	iseï	who-3	i s e ï	2572	i s e ï	7 3 7 7	XBYZ	ISEI	36.I.V 36.S.C 36.E.V 36.I.V	1.5 1.75 1.3 0.8	iseï	0	2975	i s - e ï
7235	Roon	Roon	who		sei	sei	who-	s e i	2569	s e i	3 7 7	AXZ	SEI	.S.C .E.V .I.V	2.0 1.5 0.8	sei	0	2976	- - - s e i
7236	Dusner	Dusner	who	39	tesira	tesira	who-39	t e s i r a	2575	t e s i r a	1 7 3 7 5 7	AXBYBZ	TESIRA	39.T.C 39.E.V 39.S.C 39.I.V 39.R.C 39.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tesira	0	2984	t e s i r a
7237	Arguni	Arguni	who	34	itia	itia	who-34	i t i a	2573	i t i a	7 1 7 7	XBYZ	ITIA	34.I.V 34.T.C 34.I.V 34.A.V	1.5 1.75 1.3 0.8	itia	0	2981	i t i a
7238	As	As (ABVD)	who	35	matɔiwa	matɔiwa	who-35	m a t ɔ i w a	2574	m a t ɔ i w a	4 7 1 7 7 6 7	AXBYYBZ	MATUIWA	35.M.C 35.A.V 35.T.C 35.U.V 35.I.V 35.W.C 35.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	matɔiwa	0	2982	m a t ɔ i w a
7239	Biga	Biga (rem)	who	37	mape	mape	who-4	m a p e	2576	m a p e	4 7 1 7	AXBZ	MAPE	37.M.C 37.A.V 37.P.C 37.E.V	2.0 1.5 1.75 0.8	mape	0	2993	m a p e
7240	Buli	Buli	who	38	ise	ise	who-3	i s e	2572	i s e	7 3 7	XBZ	ISE	38.I.V 38.S.C 38.E.V	1.5 1.75 0.8	ise	0	2975	i s - e -
7241	Fiawat	Fiawat (fiawat)	who	40	metsapa	metsapa	who-2	m e t s a p a	2571	m e t s a p a	4 7 1 3 7 1 7	AXBCYBZ	METSAPA	40.M.C 40.E.V 40.T.C 40.S.C 40.A.V 40.P.C 40.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	metsapa	0	2980	m e t s a p a
7242	Gane	Gane	who	41	mei	mei	who-41	m e i	2577	m e i	4 7 7	AXZ	MEI	41.M.C 41.E.V 41.I.V	2.0 1.5 0.8	mei	0	2986	m e i
7243	Gebe	Gebe	who	42	siei	siei	who-3	s i e i	2572	s i e i	3 7 7 7	AXYZ	SIEI	42.S.C 42.I.V 42.E.V 42.I.V	2.0 1.5 1.3 0.8	siei	0	2975	- s i e i
7244	Kawe	Kawe (rem)	who	44	mat sagi	mat sagi	who-5	m a t _ s a g i	2579	m a t _ s a g i	4 7 1 9 3 7 1 7	AXN_AXBZ	MAT_SAKI	44.M.C 44.A.V 44.T.c 44._._ 44.S.C 44.A.V 44.K.C 44.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	mat_sagi	0	2977	m a t _ s a g - i
7245	Kowiai	Kowiai	who	45	se	se	who-3	s e	2572	s e	3 7	AX	SE	45.S.C 45.E.V	2.0 1.5	se	0	2975	- s - e -
7246	Laganyan	Laganyan	who	46	mat sagya	mat sagya	who-5	m a t _ s a g j a	2579	m a t _ s a g j a	4 7 1 9 3 7 1 6 7	AXN_AXBCZ	MAT_SAKJA	46.M.C 46.A.V 46.T.c 46._._ 46.S.C 46.A.V 46.K.C 46.J.C 46.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	mat_sagja	0	2977	m a t _ s a g j a
7247	Irarutu	Irarutu (Mats)	who	43	gata	gata	who-43	g a t a	2578	g a t a	1 7 1 7	AXBZ	KATA	43.K.C 43.A.V 43.T.C 43.A.V	2.0 1.5 1.75 0.8	gata	0	2979	g a t - - - a
7248	Ambel	Ambel (rem)	who	32	metapa	metapa	who-2	m e t a p a	2571	m e t a p a	4 7 1 7 1 7	AXBYBZ	METAPA	32.M.C 32.E.V 32.T.C 32.A.V 32.P.C 32.A.V	2.0 1.5 1.75 1.3 1.75 0.8	metapa	0	2980	m e t - a p a
7249	Matbat	Matbat	who	47	ma²¹n	ma²¹n	who-4	m ²¹/a n	2576	m a n	4 7 4	AXN	MAN	47.M.C 47.A.V 47.N.c	2.0 1.5 0.8	man	0	2987	m ²¹/a n
7250	Maya_Misool	Ma'ya Misool	who	48	misa-gia	misa-gia	who-5	m i s a g i a	2579	m i s a g i a	4 7 3 7 1 7 7	AXBYBYZ	MISAKIA	48.M.C 48.I.V 48.S.C 48.A.V 48.K.C 48.I.V 48.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	misagia	0	2978	- m i s a g i a
7251	Maya_Salawati	Ma'ya Salawati	who	49	misa	misa	who-5	m i s a	2579	m i s a	4 7 3 7	AXBZ	MISA	49.M.C 49.I.V 49.S.C 49.A.V	2.0 1.5 1.75 0.8	misa	0	2978	- m i s - - - a
7252	Sekar	Sekar (ABVD)	who	52	ose	ose	who-3	o s e	2572	o s e	7 3 7	XBZ	USE	52.U.V 52.S.C 52.E.V	1.5 1.75 0.8	ose	0	2975	o s - e -
7253	Taba	Taba	who	54	alhó	alhó	who-54	a l h ó	2581	a l h ó	7 5 3 7	XMBZ	ALHU	54.A.V 54.L.c 54.H.C 54.U.V	1.5 1.1 1.75 0.8	alhó	0	2989	a l h ó
7254	Wauyai	Wauyai	who	58	mat sagya	mat sagya	who-5	m a t _ s a g j a	2579	m a t _ s a g j a	4 7 1 9 3 7 1 6 7	AXN_AXBCZ	MAT_SAKJA	58.M.C 58.A.V 58.T.c 58._._ 58.S.C 58.A.V 58.K.C 58.J.C 58.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	mat_sagja	0	2977	m a t _ s a g j a
7255	Waropen	Waropen (held)	who	57	ghare	ghare	who-57	ɣ a r e	2583	ɣ a r e	3 7 5 7	AXBZ	GARE	57.G.C 57.A.V 57.R.C 57.E.V	2.0 1.5 1.75 0.8	ɣare	0	2991	ɣ a r e
7256	Umar	Umar	who	55	evia	evia	who-55	e β i a	2582	e β i a	7 3 7 7	XBYZ	EBIA	55.E.V 55.B.C 55.I.V 55.A.V	1.5 1.75 1.3 0.8	eβia	0	2990	e β i a
7257	Yaur	Yaur	who	59	óméhà	óméhà	who-59	ó m é h à	2584	ó m é h à	7 4 7 3 7	XBYBZ	UMEHA	59.U.V 59.M.C 59.E.V 59.H.C 59.A.V	1.5 1.75 1.3 1.75 0.8	óméhà	0	2978	ó m é h - - - à
7258	Yerisiam	Yerisiam	who	60	jòkè	jòkè	who-60	d͡ʒ ò k è	2585	d͡ʒ ò k è	2 7 1 7	AXBZ	CUKE	60.C.C 60.U.V 60.K.C 60.E.V	2.0 1.5 1.75 0.8	d͡ʒòkè	0	2992	d͡ʒ ò k è
7259	Moor	Moor	who	50	na'usé	na'usé	who-50	n a ʔ u s é	2580	n a ʔ u s é	4 7 1 7 3 7	AXBYBZ	NAHYSE	50.N.C 50.A.V 50.H.C 50.Y.V 50.S.C 50.E.V	2.0 1.5 1.75 1.3 1.75 0.8	naʔusé	0	2988	n a ʔ u s é
7260	Warembori	Warembori	who	56	iti	iti	who-3	i t i	2572	i t i	7 1 7	XBZ	ITI	56.I.V 56.T.C 56.I.V	1.5 1.75 0.8	iti	0	2979	- i t - - - i
7261	Cebuano_outgroup	Cebuano	wide		lapád	lapád	wide-48	l a p á d	2598	l a p á d	5 7 1 7 1	AXBYN	LAPAT	.L.C .A.V .P.C .A.V .T.c	2.0 1.5 1.75 1.3 0.8	lapád	0	2994	- l a p á d - - -
7263	Wamesa	WAD	wide	30	savaveri	savaveri	wide-30	s a β a β e r i	2589	s a β a β e r i	3 7 3 7 3 7 5 7	AXBYBYBZ	SABABERI	30.S.C 30.A.V 30.B.C 30.A.V 30.B.C 30.E.V 30.R.C 30.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	saβaβeri	0	2994	- s a β a β e r i
7264	Ambai	Ambai	wide	31	fyabai	fyabai	wide-31	ɸ j a b a i	2590	ɸ j a b a i	3 6 7 1 7 7	ACXBYZ	BJAPAI	31.B.C 31.J.C 31.A.V 31.P.C 31.A.V 31.I.V	2.0 1.5 1.5 1.75 1.3 0.8	ɸjabai	0	2996	ɸ j a b a i
7265	Ansus_PD	Ansus (P&D)	wide	33	tembaiŋ	tembaiŋ	wide-33	t e m b a i ŋ	2591	t e m b a i ŋ	1 7 4 1 7 7 4	AXMBYYN	TEMPAIN	33.T.C 33.E.V 33.M.c 33.P.C 33.A.V 33.I.V 33.N.c	2.0 1.5 1.1 1.75 1.3 1.3 0.8	tembaiŋ	0	2997	t e m b a i ŋ
7266	Ansus_EG	Ansus (EG)	wide		teparera	teparera	wide-	t e p a r e r a	2586	t e p a r e r a	1 7 1 7 5 7 5 7	AXBYBYBZ	TEPARERA	.T.C .E.V .P.C .A.V .R.C .E.V .R.C .A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	teparera	0	2994	- t e p a r e r a
7267	Pom	Pom	wide		vawa	vawa	wide-	β a w a	2586	β a w a	3 7 6 7	AXBZ	BAWA	.B.C .A.V .W.C .A.V	2.0 1.5 1.75 0.8	βawa	1	2994	- β a w a - - - -
7268	Serui_Laut	Serui-Laut (slump)	wide	53	saparera	saparera	wide-53	s a p a r e r a	2601	s a p a r e r a	3 7 1 7 5 7 5 7	AXBYBYBZ	SAPARERA	53.S.C 53.A.V 53.P.C 53.A.V 53.R.C 53.E.V 53.R.C 53.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	saparera	0	2994	- s a p a r e r a
7269	Biak	Biak	wide	36	syàrbàm	syàrbàm	wide-36	s j à r b à m	2592	s j à r b à m	3 6 7 5 1 7 4	ACXMBYN	SJARPAM	36.S.C 36.J.C 36.A.V 36.R.c 36.P.C 36.A.V 36.M.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	sjàrbàm	0	2998	s j à r b à m
7270	As	As (ABVD)	wide	35	malapɔ	malapɔ	wide-2	m a l a p ɔ	2588	m a l a p ɔ	4 7 5 7 1 7	AXBYBZ	MALAPU	35.M.C 35.A.V 35.L.C 35.A.V 35.P.C 35.U.V	2.0 1.5 1.75 1.3 1.75 0.8	malapɔ	0	2995	m a - l a p ɔ
7271	Biga	Biga (rem)	wide	37	manapa	manapa	wide-1	m a n a p a	2587	m a n a p a	4 7 4 7 1 7	AXBYBZ	MANAPA	37.M.C 37.A.V 37.N.C 37.A.V 37.P.C 37.A.V	2.0 1.5 1.75 1.3 1.75 0.8	manapa	0	2995	m a - n a p a
7272	Buli	Buli	wide	38	msai	msai	wide-38	m s a i	2593	m s a i	4 3 7 7	ACYZ	MSAI	38.M.C 38.S.C 38.A.V 38.I.V	2.0 1.5 1.3 0.8	msai	0	2999	m s a i
7273	Gane	Gane	wide	41	lawilua	lawilua	wide-41	l a w i l u a	2594	l a w i l u a	5 7 6 7 5 7 7	AXBYBYZ	LAWILYA	41.L.C 41.A.V 41.W.C 41.I.V 41.L.C 41.Y.V 41.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lawilua	0	3000	l a w i l u a
7274	Kowiai	Kowiai	wide	45	garáfar	garáfar	wide-45	g a r á ɸ a r	2596	g a r á ɸ a r	1 7 5 7 3 7 5	AXBYBYN	KARABAR	45.K.C 45.A.V 45.R.C 45.A.V 45.B.C 45.A.V 45.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	garáɸar	0	3002	g a r á ɸ a r
7275	Irarutu	Irarutu (Mats)	wide	43	frifre	frifre	wide-43	ɸ r i ɸ r e	2595	ɸ r i ɸ r e	3 5 7 3 5 7	ACXBCZ	BRIBRE	43.B.C 43.R.C 43.I.V 43.B.C 43.R.C 43.E.V	2.0 1.5 1.5 1.75 1.5 0.8	ɸriɸre	0	3001	ɸ r i ɸ r e
7276	Matbat	Matbat	wide	47	pla¹k	pla¹k	wide-47	p l ¹/a k	2597	p l a k	1 5 7 1	ACXN	PLAK	47.P.C 47.L.C 47.A.V 47.K.c	2.0 1.5 1.5 0.8	plak	0	3003	p l ¹/a k
7277	Maya_Salawati	Ma'ya Salawati	wide	49	ma’na12P	ma’na12P	wide-1	m a ʔ n ¹²/a P/p	2587	m a ʔ n a p	4 7 1 4 7 1	AXBCYN	MAHNAP	49.M.C 49.A.V 49.H.C 49.N.C 49.A.V 49.P.c	2.0 1.5 1.75 1.5 1.3 0.8	maʔnap	0	2995	m a ʔ n ¹²/a P/p -
7278	Sawai	Sawai (CAD)	wide	51	n-ɛ-msɔy	n-ɛ-msɔy	wide-38	n ɛ m s ɔ j	2593	n ɛ m s ɔ j	4 7 4 3 7 6	AXMBYN	NEMSUJ	51.N.C 51.E.V 51.M.c 51.S.C 51.U.V 51.J.c	2.0 1.5 1.1 1.75 1.3 0.8	nɛmsɔj	0	3005	n ɛ m s ɔ j
7279	Sekar	Sekar (ABVD)	wide	52	taberar	taberar	wide-52	t a b e r a r	2600	t a b e r a r	1 7 1 7 5 7 5	AXBYBYN	TAPERAR	52.T.C 52.A.V 52.P.C 52.E.V 52.R.C 52.A.V 52.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	taberar	0	3006	t a b e r a r
7280	Taba	Taba	wide	54	mnopa	mnopa	wide-1	m n o p a	2587	m n o p a	4 4 7 1 7	ACYBZ	MNUPA	54.M.C 54.N.C 54.U.V 54.P.C 54.A.V	2.0 1.5 1.3 1.75 0.8	mnopa	0	2994	m n o p a - - - -
7281	Waropen	Waropen (held)	wide	57	sakaro	sakaro	wide-57	s a k a r o	2603	s a k a r o	3 7 1 7 5 7	AXBYBZ	SAKARU	57.S.C 57.A.V 57.K.C 57.A.V 57.R.C 57.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sakaro	0	2994	- s a k a - - r o
7282	Umar	Umar	wide	55	mbrer	mbrer	wide-55	m b r e r	2602	m b r e r	4 1 5 7 5	ACCYN	MPRER	55.M.C 55.P.C 55.R.C 55.E.V 55.R.c	2.0 1.5 1.5 1.3 0.8	mbrer	0	3007	m b r e r
7283	Yaur	Yaur	wide	59	nérónàvè	nérónàvè	wide-59	n é r ó n à β è	2604	n é r ó n à β è	4 7 5 7 4 7 3 7	AXBYBYBZ	NERUNABE	59.N.C 59.E.V 59.R.C 59.U.V 59.N.C 59.A.V 59.B.C 59.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nérónàβè	0	3008	n é r ó n à β è
7284	Yerisiam	Yerisiam	wide	60	éehí	éehí	wide-60	é e h í	2605	é e h í	7 7 3 7	XYBZ	EEHI	60.E.V 60.E.V 60.H.C 60.I.V	1.5 1.3 1.75 0.8	éehí	0	3009	é e h í
7285	Moor	Moor	wide	50	mararenî	mararenî	wide-50	m a r a r e n î	2599	m a r a r e n î	4 7 5 7 5 7 4 7	AXBYBYBZ	MARARENI	50.M.C 50.A.V 50.R.C 50.A.V 50.R.C 50.E.V 50.N.C 50.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	mararenî	0	3004	m a r a r e n î
7286	Cebuano_outgroup	Cebuano	wind		hángin	hángin	wind-1	h á n g i n	2607	h á n g i n	3 7 4 1 7 4	AXMBYN	HANKIN	.H.C .A.V .N.c .K.C .I.V .N.c	2.0 1.5 1.1 1.75 1.3 0.8	hángin	0	3015	h á n g i n
7287	Wamesa	WAD	wind	30	wana	wana	wind-1	w a n a	2607	w a n a	6 7 4 7	AXBZ	WANA	30.W.C 30.A.V 30.N.C 30.A.V	2.0 1.5 1.75 0.8	wana	0	3010	w a n a - -
7288	Ambai	Ambai	wind	31	wana	wana	wind-1	w a n a	2607	w a n a	6 7 4 7	AXBZ	WANA	31.W.C 31.A.V 31.N.C 31.A.V	2.0 1.5 1.75 0.8	wana	0	3010	w a n a - -
7289	Ansus_PD	Ansus (P&D)	wind	33	wanaŋ	wanaŋ	wind-1	w a n a ŋ	2607	w a n a ŋ	6 7 4 7 4	AXBYN	WANAN	33.W.C 33.A.V 33.N.C 33.A.V 33.N.c	2.0 1.5 1.75 1.3 0.8	wanaŋ	0	3010	w a n a ŋ -
7290	Ansus_EG	Ansus (EG)	wind		wanaŋ	wanaŋ	wind-	w a n a ŋ	2606	w a n a ŋ	6 7 4 7 4	AXBYN	WANAN	.W.C .A.V .N.C .A.V .N.c	2.0 1.5 1.75 1.3 0.8	wanaŋ	0	3010	w a n a ŋ -
7291	Pom	Pom	wind		wanan	wanan	wind-	w a n a n	2606	w a n a n	6 7 4 7 4	AXBYN	WANAN	.W.C .A.V .N.C .A.V .N.c	2.0 1.5 1.75 1.3 0.8	wanan	0	3010	w a n a n -
7292	Serui_Laut	Serui-Laut (slump)	wind	53	wana	wana	wind-1	w a n a	2607	w a n a	6 7 4 7	AXBZ	WANA	53.W.C 53.A.V 53.N.C 53.A.V	2.0 1.5 1.75 0.8	wana	0	3010	w a n a - -
7293	Kurudu	KURUDU	wind	69	yowor	yowor	wind-	j o w o r	2606	j o w o r	6 7 6 7 5	AXBYN	JUWUR	69.J.C 69.U.V 69.W.C 69.U.V 69.R.c	2.0 1.5 1.75 1.3 0.8	jowor	0	3018	j o w o r
7294	Biak	Biak	wind	36	wām	wām	wind-1	w ā m	2607	w ā m	6 7 4	AXN	WAM	36.W.C 36.A.V 36.M.c	2.0 1.5 0.8	wām	0	3012	w ā m
7295	Biak_Betew	Biak Betew (Mutus)	wind		waem	waem	wind-	w a e m	2606	w a e m	6 7 7 4	AXYN	WAEM	.W.C .A.V .E.V .M.c	2.0 1.5 1.3 0.8	waem	0	3010	w a - e m -
7296	Biak_Numfor	Biak Numfoor (Mandori)	wind		wame	wame	wind-	w a m e	2606	w a m e	6 7 4 7	AXBZ	WAME	.W.C .A.V .M.C .E.V	2.0 1.5 1.75 0.8	wame	0	3010	w a - - m e
7297	Roswar	Roswar	wind	70	wam	wam	wind-	w a m	2606	w a m	6 7 4	AXN	WAM	70.W.C 70.A.V 70.M.c	2.0 1.5 0.8	wam	0	3012	w a m
7298	Roon	Roon	wind		wam	wam	wind-	w a m	2606	w a m	6 7 4	AXN	WAM	.W.C .A.V .M.c	2.0 1.5 0.8	wam	0	3010	w a - - m -
7299	Arguni	Arguni	wind	34	remember	remember	wind-34	r e m e m b e r	2610	r e m e m b e r	5 7 4 7 4 1 7 5	AXBYMBYN	REMEMPER	34.R.C 34.E.V 34.M.C 34.E.V 34.M.c 34.P.C 34.E.V 34.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	remember	0	3013	r e m e m b e r
7300	As	As (ABVD)	wind	35	wɔ	wɔ	wind-3	w ɔ	2609	w ɔ	6 7	AX	WU	35.W.C 35.U.V	2.0 1.5	wɔ	0	3012	w ɔ -
7301	Biga	Biga (rem)	wind	37	mɔrɔ	mɔrɔ	wind-2	m ɔ r ɔ	2608	m ɔ r ɔ	4 7 5 7	AXBZ	MURU	37.M.C 37.U.V 37.R.C 37.U.V	2.0 1.5 1.75 0.8	mɔrɔ	0	3011	m ɔ r ɔ
