ID	DOCULECT	CONCEPT	LANGID	VALUE	FORM	COG	COGID	TOKENS
5742	Matbat	smoke	47	ba²¹ŋ	ba²¹ŋ	smoke-47	1974	b a ²¹ ŋ
5743	Ma'ya Misool	smoke	48	la¹²s	la¹²s	smoke-3	1969	l a ¹² s
5744	Ma'ya Salawati	smoke	49	la¹²s	la¹²s	smoke-3	1969	l a ¹² s
5745	Sawai (CAD)	smoke	51	mɛyas	mɛyas	smoke-3	1969	m ɛ y a s
5746	Sekar (ABVD)	smoke	52	m|asi	m|asi	smoke-3	1969	m| a s i
5747	Taba	smoke	54	yaso	yaso	smoke-3	1969	y a s o
5748	Wauyai	smoke	58	kabli	kabli	smoke-1	1967	k a b l i
5749	Waropen (held)	smoke	57	asi	asi	smoke-3	1969	a s i
5750	Umar	smoke	55	odu	odu	smoke-55	1976	o d u
5751	Yaur	smoke	59	ódùgrè	ódùgrè	smoke-55	1976	ó d ù g r è
5752	Yerisiam	smoke	60	ógwáahúgùa	ógwáahúgùa	smoke-3	1969	ó g w á a h ú g ù a
5753	Moor	smoke	50	tavéra	tavéra	smoke-50	1975	t a v é r a
5754	Warembori	smoke	56	kati-ro	kati-ro	smoke-1	1967	k a t i r o
5755	PMP	snake	68	qulej	qulej	snake-3	1981	q u l e j
5756	WAD	snake	30	koro, tawai	koro	snake-1	1978	k o r o
5757	WAD	snake	30	koro, tawai	tawai	snake-2	1980	t a w a i
5758	Ambai	snake	31	tawai	tawai	snake-2	1980	t a w a i
5759	Ansus (P&D)	snake	33	piara	piara	snake-33	1983	p i a r a
5760	Ansus (EG)	snake		piara	piara	snake-	1977	p i a r a
5761	Pom	snake		tawai	tawai	snake-	1977	t a w a i
5762	Serui-Laut (slump)	snake	53	tawai	tawai	snake-2	1980	t a w a i
5763	KURUDU	snake	69	mor	mor	snake-	1977	m o r
5764	Biak Betew (Mutus)	snake		ikaek	ikaek	snake-	1977	i k a e k
5765	Biak Numfoor (Mandori)	snake		ikak / ikake	ikak / ikake	snake-	1977	ikak / ikake
5766	Roswar	snake	70	rowbuk	rowbuk	snake-	1977	r o w b u k
5767	Roon	snake		rovekuan	rovekuan	snake-	1977	r o v e k u a n
5768	Dusner	snake	39	kariom	kariom	snake-1	1978	k a r i o m
5769	Arguni	snake	34	gor	gor	snake-34	1984	g o r
5770	As (ABVD)	snake	35	kɔ-k	kɔ-k	snake-35	1985	k ɔ k
5771	Biga (rem)	snake	37	kok	kok	snake-35	1985	k o k
5772	Buli	snake	38	gu	gu	snake-38	1986	g u
5773	Fiawat (fiawat)	snake	40	ko	ko	snake-35	1985	k o
5774	Gane	snake	41	bau	bau	snake-11	1979	b a u
5775	Gebe	snake	42	bai	bai	snake-11	1979	b a i
5776	Kawe (rem)	snake	44	kok	kok	snake-35	1985	k o k
5777	Kowiai	snake	45	arói	arói	snake-45	1988	a r ó i
5778	Laganyan	snake	46	kok	kok	snake-35	1985	k o k
5779	Irarutu (Mats)	snake	43	sawátə	sawátə	snake-43	1987	s a w á t ə
5780	Ambel (rem)	snake	32	lemat	lemat	snake-32	1982	l e m a t
5781	Matbat	snake	47	ko³k	ko³k	snake-35	1985	k o ³ k
5782	Ma'ya Misool	snake	48	ko¹²k	ko¹²k	snake-35	1985	k o ¹² k
5783	Ma'ya Salawati	snake	49	ko¹²k	ko¹²k	snake-35	1985	k o ¹² k
5784	Sawai (CAD)	snake	51	gu	gu	snake-38	1986	g u
5785	Sekar (ABVD)	snake	52	kunanawas	kunanawas	snake-52	1989	k u n a n a w a s
5786	Taba	snake	54	kolay	kolay	snake-1	1978	k o l a y
5787	Waropen (held)	snake	57	(w)oro	(w)oro	snake-57	1991	( w ) o r o
5788	Umar	snake	55	kro	kro	snake-1	1978	k r o
5789	Yaur	snake	59	mùndíe	mùndíe	snake-59	1992	m ù n d í e
5790	Yerisiam	snake	60	gwóorú	gwóorú	snake-57	1991	g w ó o r ú
5791	Moor	snake	50	óra	óra	snake-3	1981	ó r a
5792	Warembori	snake	56	on-do	on-do	snake-56	1990	o n d o
5793	WAD	sniff, smell	30	anasa	anasa	sniff, smell-2	1995	a n a s a
5794	Ambai	sniff, smell	31	naha	naha	sniff, smell-2	1995	n a h a
5795	Pom	sniff, smell		huoho	huoho	sniff, smell-	1993	h u o h o
5796	KURUDU	sniff, smell	69	inis	inis	sniff, smell-	1993	i n i s
5797	Biak	sniff, smell	36	nàsěm	nàsěm	sniff, smell-2	1995	n à s ě m
5798	Biak Betew (Mutus)	sniff, smell		i-suem	i-suem	sniff, smell-	1993	i s u e m
5799	Biak Numfoor (Mandori)	sniff, smell		i-syume	i-syume	sniff, smell-	1993	i s y u m e
5800	Roswar	sniff, smell	70	fasis	fasis	sniff, smell-	1993	f a s i s
5801	Roon	sniff, smell		nasem	nasem	sniff, smell-	1993	n a s e m
5802	Arguni	sniff, smell	34	sigir	sigir	sniff, smell-3	1996	s i g i r
5803	As (ABVD)	sniff, smell	35	fɛtɛn	fɛtɛn	sniff, smell-1	1994	f ɛ t ɛ n
5804	Biga (rem)	sniff, smell	37	fatam	fatam	sniff, smell-1	1994	f a t a m
5805	Buli	sniff, smell	38	fatan	fatan	sniff, smell-1	1994	f a t a n
5806	Gane	sniff, smell	41	fotan	fotan	sniff, smell-1	1994	f o t a n
5807	Gebe	sniff, smell	42	fiatan	fiatan	sniff, smell-1	1994	f i a t a n
5808	Kowiai	sniff, smell	45	mus	mus	sniff, smell-45	1998	m u s
5809	Irarutu (Mats)	sniff, smell	43	me|səgəfo	me|səgəfo	sniff, smell-43	1997	m e| s ə g ə f o
5810	Matbat	sniff, smell	47	fata²¹n	fata²¹n	sniff, smell-1	1994	f a t a ²¹ n
5811	Ma'ya Salawati	sniff, smell	49	fa21’ta3N	fa21’ta3N	sniff, smell-1	1994	f a 21 ’ t a 3 N
5812	Sekar (ABVD)	sniff, smell	52	sigir	sigir	sniff, smell-3	1996	s i g i r
5813	Taba	sniff, smell	54	hotan	hotan	sniff, smell-1	1994	h o t a n
5814	Waropen (held)	sniff, smell	57	asasa	asasa	sniff, smell-2	1995	a s a s a
5815	Umar	sniff, smell	55	noh	noh	sniff, smell-2	1995	n o h
5816	Warembori	sniff, smell	56	sniff, smell	sniff	sniff, smell-sniff	2000	s n i ff
5817	Warembori	sniff, smell	56	sniff, smell	smell	sniff, smell-smell	1999	s m e ll
5818	PCEMP	spider	67	lawaq	lawaq	spider-1	2002	l a w a q
5819	PMP	spider	68	lawaq	lawaq	spider-1	2002	l a w a q
5820	WAD	spider	30	apopa	apopa	spider-30	2003	a p o p a
5821	Ambai	spider	31	mansai	mansai	spider-31	2004	m a n s a i
5822	Ansus (P&D)	spider	33	iŋkira	iŋkira	spider-33	2005	i ŋ k i r a
5823	Ansus (EG)	spider		inkira	inkira	spider-	2001	i n k i r a
5824	Pom	spider		iŋkira	iŋkira	spider-	2001	i ŋ k i r a
5825	Serui-Laut (slump)	spider	53	manakakai	manakakai	spider-53	2012	m a n a k a k a i
5826	KURUDU	spider	69	konderaibo	konderaibo	spider-	2001	k o n d e r a i b o
5827	Biak	spider	36	kabòkakin	kabòkakin	spider-36	2007	k a b ò k a k i n
5828	Biak Betew (Mutus)	spider		atwaer	atwaer	spider-	2001	a t w a e r
5829	Biak Numfoor (Mandori)	spider		mangga won gawon	mangga won gawon	spider-	2001	mangga won gawon
5830	Roswar	spider	70	ansarwar	ansarwar	spider-	2001	a n s a r w a r
5831	Roon	spider		arwam	arwam	spider-	2001	a r w a m
5832	Arguni	spider	34	orier	orier	spider-34	2006	o r i e r
5833	Biga (rem)	spider	37	kapanɛ	kapanɛ	spider-37	2008	k a p a n ɛ
5834	Buli	spider	38	kopolaw	kopolaw	spider-1	2002	k o p o l a w
5835	Gane	spider	41	tapilou	tapilou	spider-1	2002	t a p i l o u
5836	Gebe	spider	42	p|law	p|law	spider-1	2002	p| l a w
5837	Kowiai	spider	45	ráwar-ráwar	ráwar-ráwar	spider-1	2002	r á w a rr á w a r
5838	Irarutu (Mats)	spider	43	rara	rara	spider-1	2002	r a r a
5839	Ambel (rem)	spider	32	kapolot	kapolot	spider-1	2002	k a p o l o t
5840	Matbat	spider	47	sapa⁴¹t	sapa⁴¹t	spider-47	2009	s a p a ⁴¹ t
5841	Sawai (CAD)	spider	51	boki del	boki del	spider-51	2010	boki del
5842	Sekar (ABVD)	spider	52	agimono	agimono	spider-52	2011	a g i m o n o
5843	Waropen (held)	spider	57	sapaiwura	sapaiwura	spider-57	2013	s a p a i w u r a
5844	Umar	spider	55	bravun	bravun	spider-1	2002	b r a v u n
5845	Yaur	spider	59	ráàjé	ráàjé	spider-1	2002	r á à j é
5846	Yerisiam	spider	60	ráráàrùmà	ráráàrùmà	spider-1	2002	r á r á à r ù m à
5847	Moor	spider	50	ragwa'î	ragwa'î	spider-1	2002	r a g w a 'î
5848	PCEMP	split	67	bəlaq	bəlaq	split-50	2024	b ə l a q
5849	PMP	split	68	belaq	belaq	split-50	2024	b e l a q
5850	Ambai	split	31	bau(r), i-tarabauri	bau(r)	split-2	2016	b a u ( r )
5851	Ansus (P&D)	split	33	bau	bau	split-2	2016	b a u
5852	Ansus (EG)	split		kambau	kambau	split-	2014	k a m b a u
5853	Pom	split		baho	baho	split-	2014	b a h o
5854	Biak	split	36	kabas	kabas	split-35	2020	k a b a s
5855	Roon	split		kes	kes	split-	2014	k e s
5856	Arguni	split	34	pʷaʔus	pʷaʔus	split-34	2019	pʷ a ʔ u s
5857	As (ABVD)	split	35	ewʔ kapaʔ	ewʔ kapaʔ	split-35	2020	ewʔ kapaʔ
5858	Biga (rem)	split	37	apa	apa	split-35	2020	a p a
5859	Buli	split	38	segal	segal	split-4	2021	s e g a l
5860	Gane	split	41	sagal	sagal	split-4	2021	s a g a l
5861	Gebe	split	42	kapau	kapau	split-35	2020	k a p a u
5862	Kowiai	split	45	fáwas	fáwas	split-45	2023	f á w a s
5863	Irarutu (Mats)	split	43	mə|ragete	mə|ragete	split-43	2022	m ə| r a g e t e
5864	Ambel (rem)	split	32	na-kút	na-kút	split-32	2018	n a k ú t
5865	Ma'ya Salawati	split	49	-ko21’pa3	-ko21’pa3	split-35	2020	k o 21 ’ p a 3
5866	Sawai (CAD)	split	51	n-čɛgɛl	n-čɛgɛl	split-4	2021	n č ɛ g ɛ l
5867	Sekar (ABVD)	split	52	bakis	bakis	split-52	2025	b a k i s
5868	Taba	split	54	tatal	tatal	split-1	2015	t a t a l
5869	Waropen (held)	split	57	taka	taka	split-3	2017	t a k a
5870	Umar	split	55	tvar	tvar	split-55	2026	t v a r
5871	Yaur	split	59	ébèhné	ébèhné	split-59	2028	é b è h n é
5872	Yerisiam	split	60	íirí	íirí	split-60	2029	í i r í
5873	Moor	split	50	vorà	vorà	split-50	2024	v o r à
5874	Warembori	split	56	dativi-ro	dativi-ro	split-56	2027	d a t i v i r o
5875	PCEMP	squeeze	67	Raməs	Raməs	squeeze-2	2032	R a m ə s
5876	PMP	squeeze	68	Rames	Rames	squeeze-2	2032	R a m e s
5877	WAD	squeeze	30	kusar	kusar	squeeze-30	2033	k u s a r
5878	Ambai	squeeze	31	rami	rami	squeeze-2	2032	r a m i
5879	Ansus (EG)	squeeze		koŋ	koŋ	squeeze-	2030	k o ŋ
5880	Pom	squeeze		tavar	tavar	squeeze-	2030	t a v a r
5881	Biak	squeeze	36	òměs	òměs	squeeze-2	2032	ò m ě s
5882	Roon	squeeze		uf	uf	squeeze-	2030	u f
5883	Dusner	squeeze	39	ramas	ramas	squeeze-2	2032	r a m a s
5884	Arguni	squeeze	34	wame	wame	squeeze-34	2034	w a m e
5885	As (ABVD)	squeeze	35	sidɔʔ	sidɔʔ	squeeze-35	2035	s i d ɔ ʔ
5886	Biga (rem)	squeeze	37	fɔgɔl	fɔgɔl	squeeze-7	2043	f ɔ g ɔ l
5887	Buli	squeeze	38	forār	forār	squeeze-7	2043	f o r ā r
5888	Gane	squeeze	41	ofal	ofal	squeeze-1	2031	o f a l
5889	Gebe	squeeze	42	kafɔrɔl	kafɔrɔl	squeeze-7	2043	k a f ɔ r ɔ l
5890	Kowiai	squeeze	45	óbas	óbas	squeeze-45	2037	ó b a s
5891	Irarutu (Mats)	squeeze	43	muvrə	muvrə	squeeze-43	2036	m u v r ə
5892	Sawai (CAD)	squeeze	51	n-fo	n-fo	squeeze-51	2038	n f o
5893	Sekar (ABVD)	squeeze	52	gugim	gugim	squeeze-52	2039	g u g i m
5894	Taba	squeeze	54	ohal	ohal	squeeze-1	2031	o h a l
5895	Waropen (held)	squeeze	57	namo	namo	squeeze-57	2040	n a m o
5896	Umar	squeeze	55	rman	rman	squeeze-2	2032	r m a n
5897	Yaur	squeeze	59	dúunùné	dúunùné	squeeze-59	2041	d ú u n ù n é
5898	Yerisiam	squeeze	60	bátá kóomúgùa	bátá kóomúgùa	squeeze-60	2042	bátá kóomúgùa
5899	Moor	squeeze	50	amatà	amatà	squeeze-2	2032	a m a t à
5900	PCEMP	stab	67	PAN tebek	PAN tebek	stab-7	2056	PAN tebek
5901	PMP	stab	68	tesek	tesek	stab-57	2055	t e s e k
5902	WAD	stab	30	isani, tisa	isani	stab-1	2045	i s a n i
5903	WAD	stab	30	isani, tisa	tisa	stab-8	2057	t i s a
5904	Ambai	stab	31	isan	isan	stab-1	2045	i s a n
5905	Pom	stab		ihaŋ	ihaŋ	stab-	2044	i h a ŋ
5906	KURUDU	stab	69	tyuta	tyuta	stab-	2044	t y u t a
5907	Biak	stab	36	kuk	kuk	stab-36	2048	k u k
5908	Biak Betew (Mutus)	stab		ya-man	ya-man	stab-	2044	y a m a n
5909	Biak Numfoor (Mandori)	stab		i-wan	i-wan	stab-	2044	i w a n
5910	Roswar	stab	70	we-kerom	we-kerom	stab-	2044	w e k e r o m
5911	Roon	stab		kuk	kuk	stab-	2044	k u k
5912	Arguni	stab	34	sambe	sambe	stab-33	2046	s a m b e
5913	As (ABVD)	stab	35	isabɔ	isabɔ	stab-35	2047	i s a b ɔ
5914	Biga (rem)	stab	37	ete	ete	stab-7	2056	e t e
5915	Buli	stab	38	tusa	tusa	stab-8	2057	t u s a
5916	Gane	stab	41	tapa	tapa	stab-7	2056	t a p a
5917	Gebe	stab	42	tɛ	tɛ	stab-7	2056	t ɛ
5918	Kowiai	stab	45	ta'	ta'	stab-7	2056	t a '
5919	Irarutu (Mats)	stab	43	mə|tarə	mə|tarə	stab-43	2049	m ə| t a r ə
5920	Ambel (rem)	stab	32	na-tápe	na-tápe	stab-7	2056	n a t á p e
5921	Matbat	stab	47	nu¹k	nu¹k	stab-47	2050	n u ¹ k
5922	Sawai (CAD)	stab	51	n-ɛtɛpɛs	n-ɛtɛpɛs	stab-7	2056	n ɛ t ɛ p ɛ s
5923	Sekar (ABVD)	stab	52	sai	sai	stab-52	2052	s a i
5924	Taba	stab	54	tusa	tusa	stab-8	2057	t u s a
5925	Waropen (held)	stab	57	sako	sako	stab-57	2055	s a k o
5926	Umar	stab	55	hun	hun	stab-55	2053	h u n
5927	Yaur	stab	59	húundè	húundè	stab-55	2053	h ú u n d è
5928	Yerisiam	stab	60	húnìa	húnìa	stab-55	2053	h ú n ì a
5929	Moor	stab	50	utumì	utumì	stab-50	2051	u t u m ì
5930	Warembori	stab	56	toiyo	toiyo	stab-56	2054	t o i y o
5931	PCEMP	stand	67	diRi	diRi	stand-4	2062	d i R i
5932	PMP	stand	68	diRi	diRi	stand-4	2062	d i R i
5933	WAD	stand	30	osa	osa	stand-1	2059	o s a
5934	Ambai	stand	31	oa	oa	stand-3	2061	o a
5935	Ansus (P&D)	stand	33	oa	oa	stand-3	2061	o a
5936	Ansus (EG)	stand		(tawara) oa	(tawara) oa	stand-	2058	(tawara) oa
5937	Pom	stand		oha	oha	stand-	2058	o h a
5938	Serui-Laut (slump)	stand	53	oa	oa	stand-3	2061	o a
5939	KURUDU	stand	69	dosra	dosra	stand-	2058	d o s r a
5940	Biak	stand	36	orěs	orěs	stand-1	2059	o r ě s
5941	Biak Betew (Mutus)	stand		y-oret	y-oret	stand-	2058	y o r e t
5942	Biak Numfoor (Mandori)	stand		d-ores	d-ores	stand-	2058	d o r e s
5943	Roswar	stand	70	wiores?	wiores?	stand-	2058	w i o r e s ?
5944	Roon	stand		ores	ores	stand-	2058	o r e s
5945	Dusner	stand	39	ors	ors	stand-1	2059	o r s
5946	Arguni	stand	34	-ser	-ser	stand-1	2059	s e r
5947	As (ABVD)	stand	35	-sɔ	-sɔ	stand-1	2059	s ɔ
5948	Biga (rem)	stand	37	awol, a'wul	awol	stand-1	2059	a w o l
5949	Buli	stand	38	osal	osal	stand-1	2059	o s a l
5950	Fiawat (fiawat)	stand	40	l-ohol	l-ohol	stand-1	2059	l o h o l
5951	Gane	stand	41	wosal	wosal	stand-1	2059	w o s a l
5952	Gebe	stand	42	tipa	tipa	stand-42	2063	t i p a
5953	Kawe (rem)	stand	44	w-ol	w-ol	stand-1	2059	w o l
5954	Kowiai	stand	45	marir	marir	stand-4	2062	m a r i r
5955	Laganyan	stand	46	w-ohol	w-ohol	stand-1	2059	w o h o l
5956	Irarutu (Mats)	stand	43	mə|rìr	mə|rìr	stand-4	2062	m ə| r ì r
5957	Ambel (rem)	stand	32	l-ol	l-ol	stand-1	2059	l o l
5958	Matbat	stand	47	n-o¹²l	n-o¹²l	stand-1	2059	n o ¹² l
5959	Ma'ya Misool	stand	48	w-oso¹²l	w-oso¹²l	stand-1	2059	w o s o ¹² l
5960	Ma'ya Salawati	stand	49	w-oso³l	w-oso³l	stand-1	2059	w o s o ³ l
5961	Sawai (CAD)	stand	51	n-osɛl	n-osɛl	stand-1	2059	n o s ɛ l
5962	Sekar (ABVD)	stand	52	mriri	mriri	stand-4	2062	m r i r i
5963	Taba	stand	54	wosal	wosal	stand-1	2059	w o s a l
5964	Wauyai	stand	58	w-ol	w-ol	stand-1	2059	w o l
5965	Waropen (held)	stand	57	osaro	osaro	stand-1	2059	o s a r o
5966	Umar	stand	55	he	he	stand-1	2059	h e
5967	Yaur	stand	59	íhrè	íhrè	stand-59	2064	í h r è
5968	Yerisiam	stand	60	óohé	óohé	stand-1	2059	ó o h é
5969	Moor	stand	50	etâ	etâ	stand-2	2060	e t â
5970	Warembori	stand	56	etan-do	etan-do	stand-2	2060	e t a n d o
5971	PCEMP	star	67	bituqən	bituqən	star-5	2077	b i t u q ə n
5972	PMP	star	68	bituqen	bituqen	star-5	2077	b i t u q e n
5973	WAD	star	30	sivererei	sivererei	star-1	2066	s i v e r e r e i
5974	Ambai	star	31	awaka	awaka	star-31	2069	a w a k a
5975	Ansus (P&D)	star	33	piori	piori	star-33	2070	p i o r i
5976	Ansus (EG)	star		piori	piori	star-	2065	p i o r i
5977	Pom	star		piori	piori	star-	2065	p i o r i
5978	Serui-Laut (slump)	star	53	avaa	avaa	star-31	2069	a v aa
5979	KURUDU	star	69	antun	antun	star-	2065	a n t u n
5980	Biak	star	36	màk	màk	star-36	2072	m à k
5981	Biak Betew (Mutus)	star		mak	mak	star-	2065	m a k
5982	Biak Numfoor (Mandori)	star		?	?	star-	2065	?
5983	Roswar	star	70	makmunkun	makmunkun	star-	2065	m a k m u n k u n
5984	Roon	star		mak	mak	star-	2065	m a k
5985	Arguni	star	34	atere	atere	star-34	2071	a t e r e
5986	As (ABVD)	star	35	taun	taun	star-5	2077	t a u n
5987	Biga (rem)	star	37	kalamo	kalamo	star-2	2067	k a l a m o
5988	Buli	star	38	aitotaf	aitotaf	star-38	2073	a i t o t a f
5989	Fiawat (fiawat)	star	40	tun	tun	star-5	2077	t u n
5990	Gane	star	41	batól	batól	star-3	2068	b a t ó l
5991	Gebe	star	42	cou	cou	star-42	2075	c o u
5992	Kawe (rem)	star	44	tun	tun	star-5	2077	t u n
5993	Kowiai	star	45	oma-óma	oma-óma	star-4	2074	o m a ó m a
5994	Laganyan	star	46	alo	alo	star-2	2067	a l o
5995	Irarutu (Mats)	star	43	tɯ́rə	tɯ́rə	star-43	2076	t ɯ́ r ə
5996	Ambel (rem)	star	32	kalo	kalo	star-2	2067	k a l o
5997	Matbat	star	47	kamo¹²w	kamo¹²w	star-2	2067	k a m o ¹² w
5998	Ma'ya Misool	star	48	toi¹²n	toi¹²n	star-5	2077	t o i ¹² n
5999	Ma'ya Salawati	star	49	tui³n	tui³n	star-5	2077	t u i ³ n
6000	Sawai (CAD)	star	51	ŋɔ	ŋɔ	star-51	2078	ŋ ɔ
6001	Sekar (ABVD)	star	52	finima	finima	star-52	2079	f i n i m a
6002	Taba	star	54	battól	battól	star-3	2068	b a tt ó l
6003	Wauyai	star	58	tun	tun	star-5	2077	t u n
6004	Waropen (held)	star	57	siwerere	siwerere	star-1	2066	s i w e r e r e
6005	Umar	star	55	namadiawe	namadiawe	star-55	2080	n a m a d i a w e
6006	Yaur	star	59	hívérèrè pàivré	hívérèrè pàivré	star-1	2066	hívérèrè pàivré
6007	Yerisiam	star	60	túùmà	túùmà	star-4	2074	t ú ù m à
6008	Moor	star	50	úma	úma	star-4	2074	ú m a
6009	Warembori	star	56	emetata-ro	emetata-ro	star-56	2081	e m e t a t a r o
6010	PCEMP	steal	67	takaw	takaw	steal-52	2095	t a k a w
6011	PMP	steal	68	takaw	takaw	steal-52	2095	t a k a w
6012	WAD	steal	30	manana	manana	steal-2	2084	m a n a n a
6013	Ambai	steal	31	i-kamananapi	i-kamananapi	steal-2	2084	i k a m a n a n a p i
6014	Ansus (EG)	steal		manana	manana	steal-	2082	m a n a n a
6015	Pom	steal		manana	manana	steal-	2082	m a n a n a
6016	Biak	steal	36	krau	krau	steal-36	2088	k r a u
6017	Roon	steal		namarna	namarna	steal-	2082	n a m a r n a
6018	Arguni	steal	34	menena	menena	steal-34	2087	m e n e n a
6019	Biga (rem)	steal	37	kamlai	kamlai	steal-37	2089	k a m l a i
6020	Buli	steal	38	lois	lois	steal-3	2085	l o i s
6021	Gane	steal	41	masulak	masulak	steal-41	2090	m a s u l a k
6022	Gebe	steal	42	lous	lous	steal-3	2085	l o u s
6023	Kowiai	steal	45	faréus	faréus	steal-45	2092	f a r é u s
6024	Irarutu (Mats)	steal	43	bəna-ve	bəna-ve	steal-43	2091	b ə n a v e
6025	Ambel (rem)	steal	32	na-kámiy	na-kámiy	steal-32	2086	n a k á m i y
6026	Matbat	steal	47	bawi	bawi	steal-47	2093	b a w i
6027	Ma'ya Salawati	steal	49	wa-kablu21’i3s	wa-kablu21’i3s	steal-49	2094	w a k a b l u 21 ’ i 3 s
6028	Sekar (ABVD)	steal	52	fnaga	fnaga	steal-52	2095	f n a g a
6029	Waropen (held)	steal	57	wu|mana	wu|mana	steal-2	2084	w u| m a n a
6030	Umar	steal	55	an mare	an mare	steal-1	2083	an mare
6031	Yaur	steal	59	jéménáe	jéménáe	steal-59	2096	j é m é n á e
6032	Yerisiam	steal	60	bàmàrá	bàmàrá	steal-1	2083	b à m à r á
6033	Moor	steal	50	marahá	marahá	steal-1	2083	m a r a h á
6034	PCEMP	stone	67	batu	batu	stone-2	2099	b a t u
6035	PMP	stone	68	batu	batu	stone-2	2099	b a t u
6036	WAD	stone	30	rebuki	rebuki	stone-30	2101	r e b u k i
6037	Ambai	stone	31	kamiai	kamiai	stone-3	2100	k a m i a i
6038	Ansus (P&D)	stone	33	kami	kami	stone-3	2100	k a m i
6039	Ansus (EG)	stone		kami	kami	stone-	2097	k a m i
6040	Pom	stone		kami	kami	stone-	2097	k a m i
6041	Serui-Laut (slump)	stone	53	kami	kami	stone-3	2100	k a m i
6042	KURUDU	stone	69	arokmi	arokmi	stone-	2097	a r o k m i
6043	Biak	stone	36	kèru	kèru	stone-36	2103	k è r u
6044	Biak Betew (Mutus)	stone		keru	keru	stone-	2097	k e r u
6045	Biak Numfoor (Mandori)	stone		karui / kerui	karui / kerui	stone-	2097	karui / kerui
6046	Roswar	stone	70	or	or	stone-	2097	o r
6047	Roon	stone		or	or	stone-	2097	o r
6048	Arguni	stone	34	puat	puat	stone-2	2099	p u a t
6049	As (ABVD)	stone	35	pa	pa	stone-2	2099	p a
6050	Biga (rem)	stone	37	kapat	kapat	stone-2	2099	k a p a t
6051	Buli	stone	38	pāt	pāt	stone-2	2099	p ā t
6052	Fiawat (fiawat)	stone	40	epat	epat	stone-2	2099	e p a t
6053	Gane	stone	41	lai	lai	stone-1	2098	l a i
6054	Gebe	stone	42	ka|pat	ka|pat	stone-2	2099	k a| p a t
6055	Kawe (rem)	stone	44	apat	apat	stone-2	2099	a p a t
6056	Kowiai	stone	45	lagéra	lagéra	stone-45	2104	l a g é r a
6057	Laganyan	stone	46	apat	apat	stone-2	2099	a p a t
6058	Irarutu (Mats)	stone	43	kami	kami	stone-3	2100	k a m i
6059	Ambel (rem)	stone	32	katin	katin	stone-32	2102	k a t i n
6060	Matbat	stone	47	pa¹²t	pa¹²t	stone-2	2099	p a ¹² t
6061	Ma'ya Misool	stone	48	kapa¹²t	kapa¹²t	stone-2	2099	k a p a ¹² t
6062	Ma'ya Salawati	stone	49	kapa¹²t	kapa¹²t	stone-2	2099	k a p a ¹² t
6063	Sawai (CAD)	stone	51	lɔy	lɔy	stone-1	2098	l ɔ y
6064	Sekar (ABVD)	stone	52	bati	bati	stone-2	2099	b a t i
6065	Taba	stone	54	lalai	lalai	stone-1	2098	l a l a i
6066	Wauyai	stone	58	kapat	kapat	stone-2	2099	k a p a t
6067	Waropen (held)	stone	57	rewano	rewano	stone-57	2106	r e w a n o
6068	Umar	stone	55	atu	atu	stone-2	2099	a t u
6069	Yaur	stone	59	hnù're	hnù're	stone-59	2107	h n ù 'r e
6070	Yerisiam	stone	60	áakú	áakú	stone-2	2099	á a k ú
6071	Moor	stone	50	vá'a	vá'a	stone-2	2099	v á 'a
6072	Warembori	stone	56	bava-ro	bava-ro	stone-56	2105	b a v a r o
6073	PCEMP	suck	67	səsəp	səsəp	suck-2	2110	s ə s ə p
6074	PMP	suck	68	sepsep	sepsep	suck-2	2110	s e p s e p
6075	WAD	suck	30	sum	sum	suck-1	2109	s u m
6076	Ambai	suck	31	su(f)	su(f)	suck-2	2110	s u ( f )
6077	Ansus (EG)	suck		uwupi	uwupi	suck-	2108	u w u p i
6078	Pom	suck		hup	hup	suck-	2108	h u p
6079	Biak	suck	36	sum, syòsěf	sum	suck-1	2109	s u m
6080	Biak	suck	36	sum, syòsěf	syòsěf	suck-2	2110	s y ò s ě f
6081	Roon	suck		syum	syum	suck-	2108	s y u m
6082	Arguni	suck	34	sus	sus	suck-2	2110	s u s
6083	As (ABVD)	suck	35	nim sus	nim sus	suck-2	2110	nim sus
6084	Biga (rem)	suck	37	suruf	suruf	suck-3	2111	s u r u f
6085	Buli	suck	38	sus, siraf	sus	suck-2	2110	s u s
6086	Buli	suck	38	sus, siraf	siraf	suck-3	2111	s i r a f
6087	Gane	suck	41	pis	pis	suck-42	2112	p i s
6088	Gebe	suck	42	sɔrɔf	sɔrɔf	suck-3	2111	s ɔ r ɔ f
6089	Kowiai	suck	45	fai toba'	fai toba'	suck-45	2114	fai toba'
6090	Irarutu (Mats)	suck	43	bəsəbuse	bəsəbuse	suck-43	2113	b ə s ə b u s e
6091	Matbat	suck	47	amɔ¹²m	amɔ¹²m	suck-47	2115	a m ɔ ¹² m
6092	Ma'ya Salawati	suck	49	-a21	-a21	suck-49	2116	a 21
6093	Sekar (ABVD)	suck	52	susi	susi	suck-2	2110	s u s i
6094	Taba	suck	54	sodas	sodas	suck-54	2118	s o d a s
6095	Waropen (held)	suck	57	suma	suma	suck-1	2109	s u m a
6096	Umar	suck	55	dum	dum	suck-5	2117	d u m
6097	Yaur	suck	59	dúmbrù'né	dúmbrù'né	suck-5	2117	d ú m b r ù 'n é
6098	Yerisiam	suck	60	húumé	húumé	suck-1	2109	h ú u m é
